%besme llahe rahmane rahim va tavakalto ala llah
@relation multiClassDataSet

@attribute POS {V, ADJ, N, ADR, ADV, CONJ, NUM, POSTP, PR, PSUS, SUBR, PREP, PUNC, LATIN, ARAB, UNKNOWN}
@attribute synTag {NE, APP, NCL, AJUCL, PARCL, TAM, NPRT, NPP, VPRT, COMPP, NPOSTMOD, NPREMOD, PUNC, SBJ, NVE, ENC, ADVRB, NADV, ADJADV, PRD, ACL, AVCL, VCL, AJPP, ADVPP, ADVC, NEZ, ADVEZ, PROG, MOS, MOZ, OBJ, OBJ2, VPP, MESU, AJCONJ, PCONJ, NCONJ, VCONJ, AVCONJ, POSDEP, PREDEP, APOSTMOD, APREMOD, ROOT, UNKNOWN}
@attribute semTag {Arg0, Arg1, Arg2, Arg3, Arg4, Arg5, ArgM_COM, ArgM_LOC, ArgM_DIR,  ArgM_GOL, ArgM_MNR, ArgM_TMP, ArgM_EXT, ArgM_REC, ArgM_PRP, ArgM_CAU, ArgM_DIS, ArgM_MOD, ArgM_NEG, ArgM_ADV, ArgM_CND, ArgM_INS, null}
@attribute superWsd {نفر§n-13075,مسبب§n-13036, جانور§n-12239,جان_دار§n-10393, ساختار§n-12875, موقعيت§n-13554, جا§n-12733, شيء§n-12703, چيز§n-10392, ماده§n-14032, مشخصه§n-12756, خصوصيت_رواني§n-12725, واحد_زمان§n-12631, دوره_زماني§n-12603, فاصله_زماني§n-12691, اندازه§n-12768, رخداد§n-13136, رابطه§n-13628, گروه§n-12753, گروه§n-13239, خبر§n-12766, null}
@attribute depended {YES, NO}
@attribute class {ROLE, ROLE_ACTION, ROLE_STATE, ROLE_INTENT, ROLE_EMOTION, DYNAMIC_OBJECT, DYNAMIC_OBJECT_ACTION, DYNAMIC_OBJECT_STATE, STATIC_OBJECT, STATIC_OBJECT_STATE, LOCATION, TIME, SCENE_EMOTION, SCENE_GOAL, UNKNOWN}

@data
N, NCONJ, null, نفر§n-13075, YES, role
PR, MOZ, null, نفر§n-13075, YES, role
PR, POSDEP, null, null, YES, role
N, NVE, null, رخداد§n-13136, NO, role_intent
V, ROOT, null, رخداد§n-13136, NO, role_action
N, SBJ, Arg0, نفر§n-13075, NO, role
N, OBJ, Arg1, نفر§n-13075, YES, role
PR, MOZ, null, نفر§n-13075, YES, role
PREP, NPP, Arg3, جا§n-12733, YES, location
N, NVE, null, خبر§n-13975, YES, role_intent
N, ADVRB, ArgM_MNR, هست§n-12706, NO, no
N, NPP, null, رخداد§n-13136, YES, role_intent
N, OBJ, Arg1, رخداد§n-13136, NO, no
ADJ, MOS, Arg2, ‌مشخصه§n-12756, NO, no
V, ROOT, null, رخداد§n-13136, NO, role_action
UNKNOWN, ADVRB, ArgM_ADV, null, YES, role_intent
N, OBJ, Arg1, شیء§n-12703, YES, static_object
ADJ, NPOSTMOD, null, ‌مشخصه§n-12756, YES, static_object_state
N, MOZ, null, ساختار§n-12875, YES, location
N, MOZ, null, null, YES, role
N, NVE, null, مشخصه§n-12756, YES, no
N, OBJ, Arg1, نفر§n-13075, NO, role
PREP, VPP, Arg3, null, NO, role_state
N, POSDEP, null, هست§n-12706, YES, role_intent
N, MOZ, null, شيء§n-12703, YES, static_object
ADJ, NPOSTMOD, null, ‌مشخصه§n-12756, YES, static_object_state
V, ROOT, null, رخداد§n-13136, NO, role_action
N, SBJ, Arg0, نفر§n-13075, NO, role
PREP, ADVRB, ArgM_TMP, null, NO, no
N, MOZ, Arg1, شيء§n-12703, YES, static_object
ADJ, MOS, Arg2, مشخصه§n-12756, YES, no
N, AJPP, null, null, YES, role
N, OBJ, Arg1, شيء§n-12703, NO, static_object
V, ROOT, null, رخداد§n-13136, NO, role_action
UNKNOWN, ADVRB, ArgM_DIS, null, NO, no
PREP, ADVRB, ArgM_ADV, null, NO, no
N, POSDEP, null, رخداد§n-13136, YES, no
N, SBJ, Arg0, null, NO, role
PREP, NPP, null, null, YES, no
N, POSDEP, null, نفر§n-13075, YES, role_state
PREP, VPP, Arg3, جا§n-12733, NO, location
N, POSDEP, null, نفر§n-13075, YES, role
V, ROOT, null, رخداد§n-13136, NO, role_action
N, NPP, Arg3, null, YES, no
PR, MOZ, null, نفر§n-13075, YES, role
N, NVE, null, خصوصيت رواني§n-12725, NO, no
V, ROOT, null, null, NO, no
N, SBJ, Arg1, نفر§n-13075, YES, role
PR, MOZ, null, نفر§n-13075, YES, role
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_state
PR, SBJ, Arg0, نفر§n-13075, YES, role
N, VPP, Arg4, مشخصه§n-12756, YES, location
N, MOZ, null, نفر§n-13075, YES, role
PREP, ADVRB, ArgM_LOC, جا§n-12733, NO, location
PR, POSDEP, null, نفر§n-13075, YES, role
N, NVE, null, خبر§n-13975, NO, role_state
N, NCONJ, null, هست§n-12706, YES, role_state
V, ROOT, null, رخداد§n-13136, NO, role_action
N, SBJ, Arg0, null, YES, no
N, MOZ, null, نفر§n-13075, YES, role
PR, MOZ, null, نفر§n-13075, YES, role
V, VCONJ, null, رخداد§n-13136, YES, role_action
N, NVE, null, خصوصيت رواني§n-12725, YES, role_intent
PR, NPP, Arg3, نفر§n-13075, YES, role
N, NVE, null, رخداد§n-13136, YES, role_intent
N, SBJ, Arg0, نفر§n-13075, YES, role
N, MOZ, null, نفر§n-13075, YES, role
N, ADVRB, ArgM_ADV, رخداد§n-13136, YES, role_action
N, MOZ, null, رخداد§n-13136, YES, no
N, VPP, Arg3, خصوصیت روانی§n-12725, YES, role_state
V, VCONJ, null, null, YES, role_action
N, NVE, null, مشخصه§n-12756, YES, role_emotion
UNKNOWN, ADVRB, ArgM_ADV, مشخصه§n-12756, YES, no
N, MOS, Arg2, نفر§n-13075, YES, role
N, OBJ, Arg1, رخداد§n-13136, NO, no
V, ROOT, null, رخداد§n-13136, NO, role_action
UNKNOWN, ADVRB, ArgM_ADV, مشخصه§n-12756, YES, no
N, MOS, Arg2, نفر§n-13075, YES, role
V, PRD, null, null, YES, no
N, SBJ, Arg0, نفر§n-13075, YES, role
UNKNOWN, ADVRB, ArgM_MNR, مشخصه§n-12756, YES, role_state
N, NVE, null, رخداد§n-13136, YES, role_intent
PR, VPP, Arg3, نفر§n-13075, YES, role
N, SBJ, Arg0, خصوصيت رواني§n-12725, YES, no
N, ADVRB, ArgM_ADV, مشخصه§n-12756, YES, no
N, NCONJ, null, مشخصه§n-12756, YES, no
N, VPP, Arg3, مشخصه§n-12756, YES, no
N, NVE, null, رخداد§n-13136, YES, role_intent
V, PRD, null, رخداد§n-13136, YES, role_action
N, MOS, Arg1, مشخصه§n-12756, YES, no
N, NPP, null, null, YES, no
N, MOZ, null, خصوصيت رواني§n-12725, YES, no
PREP, ADVRB, ArgM_CAU, null, YES, no
N, POSDEP, null, مشخصه§n-12756, YES, role_state
N, NCONJ, null, null, YES, role_state
N, NCONJ, null, مشخصه§n-12756, YES, role_state
N, NVE, null, مشخصه§n-11381, YES, no
V, PRD, null, null, YES, role_action
N, SBJ, Arg0, خصوصيت رواني§n-12725, YES, no
N, OBJ, Arg1, مشخصه§n-12756, YES, no
N, MOZ, null, نفر§n-13075, YES, role
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_state
V, PRD, null, رخداد§n-13136, YES, role_action
N, SBJ, Arg0, نفر§n-13075, YES, role
PREP, ADVRB, ArgM_CAU, null, YES, no
N, POSDEP, null, خصوصیت روانی§n-12725, YES, no
N, NVE, null, رخداد§n-13136, YES, no
N, MOZ, Arg1, رخداد§n-13136, YES, role_intent
N, SBJ, Arg0, نفر§n-13075, YES, role
PR, MOZ, null, نفر§n-13075, YES, role
N, NVE, null, خبر§n-13975, YES, role_intent
PREP, ADVRB, ArgM_TMP, null, YES, no
N, POSDEP, null, رخداد§n-13136, YES, no
N, SBJ, Arg0, نفر§n-13075, YES, role
N, NVE, null, null, YES, no
N, MOZ, null, نفر§n-13075, YES, role
PR, VPP, Arg3, نفر§n-13075, YES, role
N, SBJ, Arg1, شيء§n-12703, YES, static_object
PR, VPP, Arg3, نفر§n-13075, YES, role
N, POSDEP, null, رابطه§n-13628, YES, no
N, MOZ, null, نفر§n-13075, YES, role
V, VCONJ, null, رخداد§n-13136, YES, role_action
PREP, VPP, Arg4, جا§n-12733, YES, location
V, PRD, null, رخداد§n-13136, YES, role_action
N, SBJ, Arg1, نفر§n-13075, YES, role
N, NCONJ, null, نفر§n-13075, YES, role
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_state
N, NEZ, null, رخداد§n-13136, YES, role_intent
N, NPP, null, null, YES, location
PREP, NPP, null, null, YES, no
N, POSDEP, null, گروه§n-12753, YES, location
N, ADVRB, ArgM_MNR, مشخصه§n-12756, YES, no
N, MOZ, null, null, YES, role_state
N, NPP, Arg3, نفر§n-13075, YES, role
N, NCONJ, null, نفر§n-13075, YES, role
PR, MOZ, null, نفر§n-13075, YES, role
N, NVE, null, خبر§n-13975, YES, role_state
V, VCONJ, null, رخداد§n-13136, NO, role_action
PR, OBJ, Arg1, null, NO, role
N, VPP, Arg4, ساختار§n-12875, NO, location
V, ROOT, null, رخداد§n-13136, NO, role_action
PR, SBJ, Arg0, نفر§n-13075, NO, role
PREP, ADVRB, ArgM_TMP, null, NO, no
N, POSDEP, null, مشخصه§n-12756, YES, role_state
N, NPP, null, ساختار§n-12875, YES, location
PREP, ADVRB, ArgM_LOC, null, NO, no
PR, POSDEP, null, نفر§n-13075, YES, role
N, VPP, Arg3, رخداد§n-13136, NO, role_state
V, ROOT, null, رخداد§n-13136, NO, role_action
N, SBJ, Arg0, نفر§n-13075, YES, role
N, VPRT, null, خصوصیت روانی§n-12725, YES, role_intent
N, MOZ, Arg1, خصوصيت رواني§n-12725, YES, no
N, ADVRB, ArgM_TMP, دوره زمانی§n-12603, YES, time
N, MOZ, null, دوره زماني§n-12603, YES, role_state
V, PRD, null, رخداد§n-13136, YES, role_action
V, VCONJ, null, null, YES, role_action
N, NPP, Arg3, نفر§n-13075, YES, role
V, ROOT, null, رخداد§n-13136, NO, role_action
N, POSDEP, null, نفر§n-13075, YES, role
N, MOS, Arg2, خصوصيت رواني§n-12725, YES, no
N, MOZ, null, خصوصيت رواني§n-12725, YES, no
N, SBJ, Arg0, خصوصيت رواني§n-12725, YES, no
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_intent
V, PRD, null, رخداد§n-13136, YES, role_action
N, SBJ, Arg0, نفر§n-13075, YES, role
ADJ, NPREMOD, null, null, YES, no
N, OBJ, Arg1, مشخصه§n-12756, YES, role_state
PREP, NPP, null, null, YES, no
N, POSDEP, null, شيء§n-12703, YES, static_object
N, MOS, Arg2, رخداد§n-13136, YES, role_state
SUBR, ROOT, ArgM_DIS, null, NO, no
N, NVE, null, رخداد§n-13136, YES, role_intent
N, VPP, Arg3, null, YES, location
N, NVE, null, رخداد§n-13136, YES, role_state
PR, SBJ, Arg1, گروه§n-12753, YES, role
N, AJPP, null, مشخصه§n-12756, YES, role_state
PR, MOZ, null, نفر§n-13075, YES, role
ADJ, MOS, Arg2, ‌مشخصه§n-12756, YES, role_intent
N, SBJ, Arg1, null, YES, role_state
N, MOZ, null, نفر§n-13075, YES, role
N, MOS, Arg2, نفر§n-13075, YES, role
ADJ, NPOSTMOD, null, ‌مشخصه§n-12756, YES, role_state
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role_state
PR, MOZ, null, نفر§n-13075, YES, role
UNKNOWN, ADVRB, ArgM_EXT, null, YES, no
N, VPP, Arg3, مفهوم کلی§n-12726, YES, static_object
N, SBJ, Arg1, خبر§n-13975, YES, no
V, PRD, null, رخداد§n-13136, YES, no
N, SBJ, Arg1, نفر§n-13075, YES, role
N, MOS, Arg2, null, YES, role
N, MOZ, null, null, YES, role_state
N, MOZ, null, نفر§n-13075, YES, role
N, ADVRB, ArgM_MNR, نفر§n-13075, NO, role
V, ROOT, null, رخداد§n-13136, NO, no
N, SBJ, Arg1, خطه§n-13265, YES, location
N, MOZ, null, رخداد§n-13136, YES, location
N, MOZ, null, گروه§n-12753, YES, role
N, MOS, Arg2, null, YES, location
N, POSDEP, null, گروه§n-12753, YES, location
N, NCONJ, null, گروه§n-12753, YES, location
N, POSDEP, null, جا§n-12733, YES, location
N, MOZ, null, گروه§n-12753, YES, location
PR, SBJ, Arg1, گروه§n-12753, YES, role
N, MOS, Arg2, گروه§n-12753, YES, role
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role_state
ADJ, AJCONJ, null, مشخصه§n-12756, YES, role_state
UNKNOWN, ADVRB, ArgM_ADV, null, YES, no
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_state
N, NEZ, null, خطه§n-13265, YES, location
ADJ, AJCONJ, null, مشخصه§n-12756, YES, static_object_state
PR, SBJ, Arg1, گروه§n-12753, YES, role
N, MOS, Arg2, گروه§n-12753, YES, role
ADJ, NPOSTMOD, null, null, YES, role_state
ADJ, AJCONJ, null, null, YES, role_state
ADJ, AJCONJ, null, مشخصه§n-12756, YES, role_state
ADJ, AJCONJ, null, مشخصه§n-12756, YES, role_state
PR, SBJ, Arg1, گروه§n-12753, NO, role
V, ROOT, null, رخداد§n-13136, NO, no
N, NVE, null, رابطه§n-13628, YES, no
N, VPP, Arg3, رخداد§n-13136, YES, no
ADJ, NPOSTMOD, null, رخداد§n-13136, YES, role_intent
V, VCONJ, null, رخداد§n-13136, YES, no
PREP, AJPP, null, null, YES, no
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_state
N, SBJ, Arg0, نفر§n-13075, YES, role
N, OBJ, Arg1, گروه§n-12753, YES, role
N, NPP, Arg3, رخداد§n-13136, YES, role_intent
N, MOZ, null, خصوصيت رواني§n-12725, YES, no
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role_state
N, NVE, null, خبر§n-13975, YES, role_intent
V, VCONJ, null, رخداد§n-13136, YES, role_action
PR, SBJ, Arg0, گروه§n-12753, YES, role
N, OBJ, Arg1, خبر§n-13975, YES, role_intent
PR, MOZ, null, نفر§n-13075, YES, role
V, VCONJ, null, رخداد§n-13136, NO, role_action
N, NVE, null, خصوصيت رواني§n-12725, NO, no
N, MOZ, Arg1, null, YES, role_state
V, ROOT, null, رخداد§n-13136, NO, no
N, SBJ, Arg1, گروه§n-12753, YES, role
N, OBJ, Arg1, خصوصيت رواني§n-12725, YES, no
PREP, VPP, Arg3, null, YES, no
N, POSDEP, null, null, YES, static_object
PR, MOZ, null, خصوصيت رواني§n-12725, YES, no
N, NVE, null, مشخصه§n-12756, YES, role_state
V, VCONJ, null, null, YES, no
ADJ, MOS, Arg2, null, YES, role_state
N, AJPP, null, مشخصه§n-12756, YES, role_state
N, NCONJ, null, مشخصه§n-12756, YES, role_state
N, SBJ, Arg0, نفر§n-13075, YES, role
PR, OBJ, Arg1, گروه§n-12753, YES, role
N, NVE, null, خبر§n-13975, YES, role_intent
V, VCONJ, null, رخداد§n-13136, NO, role_action
N, SBJ, Arg0, رخداد§n-13136, NO, no
N, MOZ, null, نفر§n-13075, YES, role
N, NVE, null, مشخصه§n-12756, NO, no
PR, POSDEP, null, گروه§n-12753, YES, role
V, ROOT, null, رخداد§n-13136, NO, no
N, SBJ, Arg0, نفر§n-13075, YES, role
N, NPP, Arg3, مدت§n-12693, YES, no
PR, VPP, Arg3, گروه§n-12753, YES, role
N, NVE, null, مشخصه§n-12756, YES, role_state
N, NPP, Arg3, خصوصيت رواني§n-12725, YES, no
N, NVE, null, خصوصيت رواني§n-12725, YES, role_intent
V, PRD, null, رخداد§n-13136, YES, role_action
PREP, VPP, Arg4, جا§n-12733, YES, location
N, POSDEP, null, نفر§n-13075, YES, role
N, NVE, null, رخداد§n-13136, YES, role_intent
N, MOZ, Arg1, خبر§n-13975, YES, role_state
N, SBJ, Arg1, null, YES, dynamic_object
PR, POSDEP, null, گروه§n-12753, YES, role
ADJ, MOS, Arg2, null, YES, static_object_state
N, SBJ, Arg0, null, NO, static_object_state
N, NCONJ, null, null, YES, static_object_state
N, VPP, Arg3, جا§n-12733, NO, location
V, ROOT, null, رخداد§n-13136, NO, no
PR, SBJ, Arg0, گروه§n-12753, YES, role
N, VPP, Arg3, null, YES, role_state
N, NVE, null, رابطه§n-13628, YES, role_intent
N, ADVRB, null, null, YES, no
N, SBJ, Arg1, خصوصيت رواني§n-12725, YES, role_intent
N, MOZ, null, خصوصيت رواني§n-12725, YES, no
N, NVE, null, null, YES, no
N, OBJ, Arg1, رخداد§n-13136, YES, no
PR, POSDEP, null, گروه§n-12753, YES, role
ADJ, MOS, Arg2, null, YES, no
N, SBJ, Arg0, خصوصيت رواني§n-12725, YES, no
ADJ, NPOSTMOD, null, null, YES, role_state
N, OBJ, Arg0, null, YES, static_object
ADJ, NPOSTMOD, null, ‌مشخصه§n-12756, YES, static_object_state
PR, POSDEP, null, گروه§n-12753, YES, role
ADJ, MOS, Arg2, null, YES, static_object_state
N, MOZ, null, واحد زمان§n-12631, YES, time
N, POSDEP, null, واحد زمان§n-12631, YES, time
PR, POSDEP, null, گروه§n-12753, YES, role
V, VCONJ, null, null, YES, no
ADJ, NPREMOD, null, null, YES, role
PR, OBJ, Arg1, گروه§n-12753, YES, role
ADJ, AJCONJ, null, مشخصه§n-12756, YES, role_state
V, VCONJ, null, رخداد§n-13136, YES, no
N, OBJ, Arg1, شيئ طبيعي§n-12705, YES, static_object
ADJ, MOS, Arg2, null, YES, static_object_state
V, PRD, null, رخداد§n-13136, YES, role_action
PREP, ADVRB, ArgM_MNR, null, YES, no
ADJ, NPREMOD, null, null, YES, role
PR, SBJ, Arg1, گروه§n-12753, YES, role
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_state
V, VCONJ, null, رخداد§n-13136, YES, no
N, SBJ, Arg1, نفر§n-13075, YES, role
N, NCONJ, null, نفر§n-13075, YES, role
PR, MOZ, null, نفر§n-13075, YES, role
N, NPP, Arg3, رخداد§n-13136, YES, no
N, NVE, null, null, YES, role_state
V, PRD, null, رخداد§n-13136, YES, role_action
PR, SBJ, Arg0, null, YES, role
PREP, ADVRB, ArgM_TMP, null, YES, no
N, POSDEP, null, مشخصه§n-12756, YES, time
N, MOZ, null, رخداد§n-13136, YES, no
N, NCONJ, null, مشخصه§n-12756, YES, role_state
N, MOZ, null, نفر§n-13075, YES, role
N, NPP, Arg4, جا§n-12733, YES, location
N, MOZ, null, null, YES, location
N, NVE, null, رخداد§n-13136, YES, role_intent
ADJ, NPREMOD, null, ‌مشخصه§n-12756, YES, time
N, ADVRB, ArgM_TMP, دوره زماني§n-12603, NO, time
N, NVE, null, رخداد§n-13136, NO, role_intent
V, ROOT, null, رخداد§n-13136, NO, role_action
N, SBJ, Arg0, null, YES, role_state
N, MOZ, null, نفر§n-13075, YES, role
N, ADVRB, ArgM_LOC, جا§n-12733, YES, location
N, MOZ, null, جا§n-12733, YES, location
N, POSDEP, null, جا§n-12733, YES, location
N, NPP, Arg3, خصوصيت رواني§n-12725, YES, role_intent
N, NVE, null, خبر§n-13975, YES, role_intent
V, NCL, null, رخداد§n-13136, YES, role_action
N, SBJ, Arg1, نفر§n-13075, YES, role
N, MOS, Arg2, نفر§n-13075, YES, role
N, ADVRB, ArgM_ADV, null, YES, no
ADJ, NPOSTMOD, null, ‌مشخصه§n-12756, YES, no
N, NVE, null, خصوصيت رواني§n-12725, YES, role_state
N, VPP, Arg4, جا§n-12733, YES, location
N, MOZ, null, null, YES, location
N, POSDEP, null, گروه§n-12753, YES, location
N, MOZ, null, جا§n-12733, YES, location
ADJ, MOS, Arg2, null, YES, role_state
N, AJPP, null, رخداد§n-13136, YES, role_state
N, NCONJ, null, رخداد§n-13136, YES, role_state
UNKNOWN, PREDEP, null, null, YES, no
N, NCONJ, null, رخداد§n-13136, YES, role_state
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role_state
PREP, VPP, Arg3, null, YES, no
N, POSDEP, null, گروه§n-12753, YES, role
PR, MOZ, null, نفر§n-13075, YES, role
N, ADVC, Arg2, دوره زماني§n-12603, YES, time
N, NVE, null, رخداد§n-13136, YES, role_intent
PR, OBJ, Arg1, گروه§n-12753, YES, role
PREP, NPP, Arg3, null, YES, no
N, POSDEP, null, خصوصيت رواني§n-12725, YES, no
N, NVE, null, خبر§n-13975, YES, role_intent
V, VCONJ, null, رخداد§n-13136, YES, role_action
N, VPP, Arg3, رخداد§n-13136, YES, no
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, no
N, POSDEP, null, مشخصه§n-12756, YES, role_intent
V, VCONJ, null, null, NO, role_action
N, NPP, Arg3, null, YES, role
N, NVE, null, رخداد§n-13136, NO, no
V, ROOT, null, رخداد§n-13136, NO, role_action
N, SBJ, Arg0, نفر§n-13075, YES, role
N, OBJ, Arg1, گروه§n-12753, YES, role
N, NPP, Arg3, خصوصيت رواني§n-12725, YES, no
N, NVE, null, خبر§n-13975, YES, role_intent
PR, OBJ, Arg1, گروه§n-12753, YES, role
N, VPP, Arg3, رخداد§n-13136, YES, no
N, POSDEP, null, مشخصه§n-12756, YES, role_intent
N, MOS, Arg2, رخداد§n-13136, YES, role_state
N, MOZ, null, خصوصيت رواني§n-12725, YES, no
PREP, NPP, null, null, YES, no
ADJ, MOS, Arg2, null, YES, role_state
N, AJPP, null, رخداد§n-13136, YES, role_intent
N, MOZ, null, null, YES, no
V, VCL, null, رخداد§n-13136, YES, no
N, SBJ, Arg1, رخداد§n-13136, YES, no
N, MOZ, null, رخداد§n-13136, YES, role_action
N, MOS, Arg2, نفر§n-13075, YES, role
N, SBJ, Arg0, خصوصيت رواني§n-12725, NO, role_intent
N, MOZ, null, نفر§n-13075, YES, role
N, NVE, null, مشخصه§n-12756, NO, no
PREP, NPP, Arg3, null, YES, no
N, POSDEP, null, گروه§n-12753, YES, role
PR, MOZ, null, نفر§n-13075, YES, role
V, ROOT, null, رخداد§n-13136, NO, no
UNKNOWN, ADVRB, ArgM_ADV, null, YES, no
N, ADVRB, ArgM_LOC, رخداد§n-13136, YES, no
ADJ, NPOSTMOD, null, null, YES, no
PR, VPP, Arg3, گروه§n-12753, YES, role
N, NVE, null, null, YES, role_state
V, VCONJ, null, null, NO, role_action
N, VPP, Arg3, نفر§n-13075, NO, role
N, NPP, Arg3, منطقه§n-13260, YES, location
N, NVE, null, رخداد§n-13136, YES, role_intent
V, PRD, null, رخداد§n-13136, YES, role_action
N, NVE, null, خصوصيت رواني§n-12725, NO, role_state
V, ROOT, null, null, NO, role_action
N, SBJ, Arg0, اندازه§n-12768, YES, role
N, NPP, null, هست§n-12706, YES, role
N, POSDEP, null, رخداد§n-13136, YES, role_intent
N, MOZ, null, گروه§n-12753, YES, role
N, MOZ, null, نفر§n-13075, YES, role
N, VPP, Arg4, شيء§n-12703, YES, location
V, VCONJ, null, رخداد§n-13136, NO, role_action
PREP, VPP, Arg4, null, NO, no
N, POSDEP, null, نفر§n-13075, YES, role
V, ROOT, null, رخداد§n-13136, NO, role_action
N, SBJ, Arg1, نفر§n-13075, YES, role
N, ADVRB, ArgM_TMP, فاصله زماني§n-12691, YES, time
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_state
N, NEZ, null, رخداد§n-13136, YES, role_action
N, MOZ, null, رخداد§n-13136, YES, role_action
PR, MOZ, null, نفر§n-13075, YES, role
PR, SBJ, Arg0, هست§n-12706, YES, role
N, MOS, Arg2, نفر§n-13075, YES, role_state
V, VCONJ, null, رخداد§n-13136, YES, no
UNKNOWN, ADVRB, ArgM_TMP, مشخصه§n-12756, YES, time
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_emotion
V, VCL, null, رخداد§n-13136, YES, no
N, MOS, Arg2, مشخصه§n-12756, YES, role_state
N, SBJ, Arg0, نفر§n-13075, YES, role
PREP, ADVRB, ArgM_ADV, null, YES, no
N, POSDEP, null, رخداد§n-13136, YES, role_state
N, MOZ, null, گروه§n-12753, YES, role
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role_state
ADJ, AJCONJ, null, null, YES, role_state
PR, MOZ, null, نفر§n-13075, YES, role
N, POSDEP, null, مشخصه§n-12756, YES, role_state
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role_state
N, NVE, null, مشخصه§n-12756, YES, no
PR, OBJ, Arg1, هست§n-12706, YES, role
N, AJPP, null, رخداد§n-13136, YES, role_intent
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role_state
N, MOZ, null, گروه§n-12753, YES, role
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_intent
N, SBJ, Arg1, مشخصه§n-12756, YES, role
ADJ, MOS, Arg2, null, YES, role_state
N, NEZ, null, جا§n-11881, YES, location
N, MOZ, null, نفر§n-13075, YES, role
N, SBJ, Arg0, نفر§n-13075, YES, role
N, VPP, Arg3, نفر§n-13075, YES, role
PR, MOZ, null, نفر§n-13075, YES, role
N, OBJ, Arg1, رخداد§n-13136, YES, no
N, MOZ, null, مشخصه§n-12756, YES, role
N, ADVPP, null, گروه§n-12753, YES, role
PR, MOZ, null, نفر§n-13075, YES, role
UNKNOWN, ADVC, Arg2, مشخصه§n-12756, YES, role_intent
ADJ, MOS, Arg2, null, YES, role_state
N, NEZ, null, گروه§n-12753, YES, role
N, VPP, Arg3, شيء§n-12703, YES, location
N, MOZ, null, جا§n-11881, YES, location
ADJ, PREDEP, null, مشخصه§n-12756, YES, static_object_state
N, MOZ, null, مشخصه§n-12756, YES, static_object
N, OBJ, null, گروه§n-12753, YES, role
N, NVE, null, خبر§n-12766, YES, role_intent
N, SBJ, Arg0, نفر§n-13075, YES, role
PR, NPP, Arg3, گروه§n-12753, YES, role
N, NVE, null, خبر§n-13975, YES, role_state
N, NVE, null, رابطه§n-13628, YES, no
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, no
V, PRD, null, رخداد§n-13136, YES, role_action
N, SBJ, Arg0, گروه§n-12753, NO, role
PR, MOZ, null, نفر§n-13075, YES, role
V, ROOT, null, null, NO, role_action
N, SBJ, Arg0, نفر§n-13075, YES, role
N, OBJ, Arg1, رخداد§n-13136, YES, role_intent
PR, MOZ, null, هست§n-12706, YES, role
V, PRD, null, رخداد§n-13136, YES, role_action
N, NVE, null, رخداد§n-13136, YES, role_intent
V, PRD, null, رخداد§n-13136, YES, role_action
PR, SBJ, Arg0, هست§n-12706, YES, role
N, OBJ, Arg1, مشخصه§n-12756, YES, no
N, SBJ, Arg0, نفر§n-13075, NO, role
N, OBJ, Arg1, null, NO, no
N, MOZ, null, مشخصه§n-12756, YES, role_state
V, ROOT, null, رخداد§n-13136, NO, role_action
N, SBJ, Arg0, null, YES, role
N, POSDEP, null, رخداد§n-13136, YES, role_intent
N, MOZ, null, گروه§n-12753, YES, role
V, VCL, null, رخداد§n-13136, YES, role_action
V, ROOT, null, رخداد§n-13136, NO, role_action
N, SBJ, Arg1, گروه§n-12753, YES, role
N, MOZ, null, نفر§n-13075, YES, role
N, OBJ, Arg1, شيء§n-12703, YES, static_object
N, MOZ, null, شيء§n-12703, YES, location
V, VCONJ, null, رخداد§n-13136, YES, role_action
ADJ, MOS, Arg2, null, YES, role_state
N, NEZ, null, شيء§n-12703, YES, location
N, SBJ, Arg0, هست§n-12706, YES, role
N, VPP, Arg3, نفر§n-13075, YES, role
UNKNOWN, ADVRB, ArgM_TMP, مشخصه§n-12756, YES, time
N, ADVRB, ArgM_COM, گروه§n-12753, YES, role
PR, MOZ, null, نفر§n-13075, YES, role
N, AJPP, null, رخداد§n-13136, YES, location
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_state
V, VCONJ, null, رخداد§n-13136, YES, role_action
N, OBJ, Arg1, نفر§n-13075, YES, role
V, PRD, null, رخداد§n-13136, YES, role_action
ADJ, MOS, Arg2, null, YES, role_state
