%besme llahe rahmane rahim va tavakalto ala llah
@relation multiClassDataSet

@attribute POS {V, ADJ, N, ADR, ADV, CONJ, NUM, POSTP, PR, PSUS, SUBR, PREP, PUNC, LATIN, ARAB, UNKNOWN}
@attribute synTag {NE, APP, NCL, AJUCL, PARCL, TAM, NPRT, NPP, VPRT, COMPP, NPOSTMOD, NPREMOD, PUNC, SBJ, NVE, ENC, ADVRB, NADV, ADJADV, PRD, ACL, AVCL, VCL, AJPP, ADVPP, ADVC, NEZ, ADVEZ, PROG, MOS, MOZ, OBJ, OBJ2, VPP, MESU, AJCONJ, PCONJ, NCONJ, VCONJ, AVCONJ, POSDEP, PREDEP, APOSTMOD, APREMOD, ROOT, UNKNOWN}
@attribute semTag {Arg0, Arg1, Arg2, Arg3, Arg4, Arg5, ArgM_COM, ArgM_LOC, ArgM_DIR,  ArgM_GOL, ArgM_MNR, ArgM_TMP, ArgM_EXT, ArgM_REC, ArgM_PRP, ArgM_CAU, ArgM_DIS, ArgM_MOD, ArgM_NEG, ArgM_ADV, ArgM_CND, ArgM_INS, null}
@attribute superWsd {هست§n-12706, نفر§n-13075, مسبب§n-13036, جانور§n-12239, جان_دار§n-10393, ساختار§n-12875, موقعيت§n-13554, جا§n-12733, شيء§n-12703, چيز§n-10392, ماده§n-14032, مشخصه§n-12756, خصوصيت_رواني§n-12725, دوره_زماني§n-12603, اندازه§n-12768, رخداد§n-13136, رابطه§n-13628, گروه§n-12753, گروه§n-13239, خبر§n-12766, null}
@attribute depended {YES, NO}
@attribute class {role, role_action, role_state, role_intent, role_emotion, dynamic_object, dynamic_object_action, dynamic_object_state, static_object, static_object_state, location, time, scene_emotion, scene_goal, unknown}

@data
N, OBJ, Arg1, null, NO, unknown
N, MOZ, null, مشخصه§n-12756, YES, role_state
V, ROOT, null, رخداد§n-13136, NO, role_action
N, SBJ, Arg0, null, YES, role
N, POSDEP, null, رخداد§n-13136, YES, role_intent
N, MOZ, null, گروه§n-12753, YES, role
V, VCL, null, رخداد§n-13136, YES, role_action
V, ROOT, null, رخداد§n-13136, NO, role_action
N, SBJ, Arg1, گروه§n-12753, YES, role
N, MOZ, null, نفر§n-13075, YES, role
N, OBJ, Arg1, شيء§n-12703, YES, static_object
N, MOZ, null, شيء§n-12703, YES, location
V, VCONJ, null, رخداد§n-13136, YES, role_action
ADJ, MOS, Arg2, null, YES, role_state
N, NEZ, null, شيء§n-12703, YES, location
N, SBJ, Arg0, هست§n-12706, YES, role
N, VPP, Arg3, نفر§n-13075, YES, role
UNKNOWN, ADVRB, ArgM_TMP, مشخصه§n-12756, YES, time
N, ADVRB, ArgM_COM, گروه§n-12753, YES, role
PR, MOZ, null, نفر§n-13075, YES, role
N, AJPP, null, رخداد§n-13136, YES, location
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_state
V, VCONJ, null, رخداد§n-13136, YES, role_action
N, OBJ, Arg1, نفر§n-13075, YES, role
V, PRD, null, رخداد§n-13136, YES, role_action
ADJ, MOS, Arg2, null, YES, role_state
N, SBJ, Arg0, نفر§n-13075, YES, role
N, MOS, Arg2, نفر§n-13075, YES, role
N, MOZ, null, null, YES, role
PREP, ADVRB, ArgM_TMP, null, YES, unknown
N, POSDEP, null, نفر§n-13075, YES, role
N, NVE, null, رخداد§n-13136, YES, role_intent
PREP, ADVRB, ArgM_CAU, null, NO, unknown
N, VPP, Arg3, رابطه§n-13628, YES, unknown
N, MOZ, null, جانور§n-12239, YES, dynamic_object
N, NVE, null, null, YES, unknown
N, VPP, Arg2, null, NO, unknown
N, MOZ, null, null, YES, role_state
N, APP, null, نفر§n-13075, YES, role_state
ARAB, MOZ, null, null, YES, dynamic_object
N, NVE, null, null, NO, unknown
V, ROOT, null, رخداد§n-13136, NO, unknown
N, SBJ, Arg1, جا§n-12733, YES, static_object
N, VPP, Arg3, جا§n-12733, YES, location
N, MOZ, null, null, YES, location
N, MOZ, null, مشخصه§n-12756, YES, static_object
N, MOZ, null, مشخصه§n-12756, YES, location
N, NVE, null, null, YES, unknown
N, SBJ, null, جا§n-12733, YES, location
N, MOZ, Arg1, null, YES, location
N, NPP, null, جا§n-12733, YES, location
N, MOZ, null, null, YES, location
N, POSDEP, null, جا§n-12733, YES, location
N, TAM, Arg2, جا§n-12733, YES, location
N, MOZ, null, مشخصه§n-12756, YES, unknown
N, MOZ, null, null, YES, role
N, VPRT, null, null, YES, unknown
V, VCONJ, null, رخداد§n-13136, YES, unknown
N, SBJ, Arg1, null, YES, location
N, ADVRB, ArgM_TMP, دوره زمانی§n-12603, YES, time
ADJ, NPREMOD, null, مشخصه§n-12756, YES, static_object_state
ADJ, AJCONJ, null, مشخصه§n-12756, YES, static_object_state
N, AJPP, null, جا§n-12733, YES, location
N, MOZ, null, null, YES, unknown
ADJ, MOS, Arg2, مشخصه§n-12756, YES, unknown
V, POSDEP, null, null, YES, unknown
ADJ, MOS, Arg2, null, YES, unknown
N, NEZ, null, گروه§n-12753, YES, role
ADJ, NPREMOD, null, null, YES, unknown
N, POSDEP, null, اندازه§n-12768, YES, unknown
N, SBJ, Arg0, خصوصيت_رواني§n-12725, NO, role
N, OBJ, Arg1, null, NO, role_state
N, MOZ, null, نفر§n-13075, YES, role
PREP, VPP, Arg3, null, NO, unknown
V, ROOT, null, رخداد§n-13136, NO, role_action
PR, OBJ, Arg1, null, YES, role
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, unknown
N, NCONJ, null, رخداد§n-13136, YES, role_intent
N, MOZ, null, خصوصيت_رواني§n-12725, YES, role
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role_state
N, NVE, null, خبر§n-12766, YES, role_intent
V, VCONJ, null, رخداد§n-13136, NO, role_action
PR, SBJ, Arg0, null, NO, role
N, POSDEP, null, null, YES, role_intent
N, NVE, null, رخداد§n-13136, NO, unknown
V, ROOT, null, رخداد§n-13136, NO, role_action
PREP, ADVRB, ArgM_TMP, null, NO, unknown
N, MESU, null, دوره زمانی§n-12603, YES, time
N, POSDEP, null, خبر§n-12766, YES, role_intent
N, POSDEP, null, اندازه§n-12768, YES, unknown
V, ROOT, null, رخداد§n-13136, NO, role_action
ADJ, APREMOD, null, null, YES, unknown
N, MOS, Arg2, نفر§n-13075, YES, role
ADJ, NPOSTMOD, null, null, YES, role_state
PR, MOZ, null, نفر§n-13075, YES, role
N, APP, Arg1, null, YES, role
N, MOS, Arg2, نفر§n-13075, YES, role_state
N, TAM, Arg2, نفر§n-13075, YES, role_state
N, NCONJ, null, نفر§n-13075, YES, role_state
N, MOZ, null, null, YES, role
N, ADVRB, ArgM_TMP, دوره_زماني§n-12603, YES, time
N, SBJ, Arg1, رخداد§n-13136, YES, role_intent
N, MOZ, null, نفر§n-13075, YES, role
UNKNOWN, ADVC, Arg2, مشخصه§n-12756, YES, unknown
V, PRD, null, رخداد§n-13136, YES, unknown
N, NVE, null, رخداد§n-13136, YES, role_intent
PR, MOZ, null, نفر§n-13075, YES, role
N, NVE, null, null, YES, unknown
N, SBJ, Arg0, null, YES, role
N, OBJ, Arg1, رخداد§n-13136, YES, role_intent
V, PRD, null, رخداد§n-13136, YES, unknown
SUBR, AJUCL, ArgM_CAU, null, YES, unknown
N, SBJ, Arg0, خصوصيت_رواني§n-12725, YES, role
N, OBJ, Arg1, رخداد§n-13136, YES, role_state
PR, MOZ, null, گروه§n-12753, YES, role
V, PRD, null, رخداد§n-13136, YES, unknown
SUBR, ROOT, ArgM_DIS, null, NO, unknown
N, SBJ, Arg0, نفر§n-13075, YES, role
N, OBJ, Arg1, گروه§n-12753, YES, role
N, MOZ, null, نفر§n-13075, YES, role
N, NVE, null, null, YES, role_intent
N, SBJ, Arg0, null, YES, role
PREP, VPP, Arg4, null, YES, location
N, NPP, Arg3, شیء§n-12703, YES, unknown
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role_state
N, NVE, null, خبر§n-12766, YES, role_intent
N, NVE, null, مشخصه§n-12756, YES, role_intent
V, VCL, null, رخداد§n-13136, YES, role_action
PREP, ADVRB, ArgM_TMP, null, YES, unknown
N, POSDEP, null, دوره زمانی§n-12603, YES, time
N, SBJ, Arg0, نفر§n-13075, YES, role
N, MOZ, null, null, YES, role_intent
N, MOZ, null, رخداد§n-13136, YES, unknown
ADJ, MOS, Arg2, null, YES, unknown
N, NEZ, null, جا§n-12733, YES, location
V, ROOT, null, رخداد§n-13136, NO, role_action
N, NVE, null, رخداد§n-13136, YES, role_intent
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, unknown
V, PRD, null, رخداد§n-13136, YES, unknown
N, OBJ, Arg1, رخداد§n-13136, YES, unknown
ADJ, NPREMOD, null, null, YES, unknown
N, VPP, Arg3, گروه§n-12753, YES, role
V, NCL, null, رخداد§n-13136, YES, role_action
N, SBJ, Arg0, نفر§n-13075, YES, role
V, PRD, null, رخداد§n-13136, YES, role_action
N, OBJ, Arg3, رخداد§n-13136, YES, unknown
N, MOZ, null, null, YES, unknown
N, MOZ, null, نفر§n-13075, YES, role
N, NCONJ, null, مشخصه§n-12756, YES, role_intent
PR, POSDEP, null, null, YES, role
N, NVE, null, خبر§n-12766, YES, role_intent
N, SBJ, Arg0, نفر§n-13075, YES, role
N, ADVRB, ArgM_CAU, رخداد§n-13136, YES, role_action
N, MOZ, null, خبر§n-12766, YES, unknown
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_state
N, POSDEP, null, خبر§n-12766, YES, unknown
N, MOZ, null, خصوصيت_رواني§n-12725, YES, role
PR, MOZ, null, نفر§n-13075, YES, role
N, OBJ, Arg1, جا§n-12733, YES, location
N, NVE, null, رخداد§n-13136, YES, role_intent
N, NEZ, Arg1, شیء§n-12703, YES, dynamic_object
ADJ, NPREMOD, null, null, YES, unknown
N, NCONJ, null, نفر§n-13075, YES, role
N, SBJ, Arg1, شیء§n-12703, YES, dynamic_object
PREP, MOS, Arg2, null, YES, unknown
N, SBJ, Arg0, جانور§n-12239, YES, dynamic_object
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role_state
PREP, OBJ, Arg1, جا§n-12733, YES, unknown
PR, POSDEP, null, شیء§n-12703, YES, dynamic_object
N, OBJ, Arg1, شیء§n-12703, YES, static_object
N, NVE, null, رخداد§n-13136, YES, role_intent
N, MOZ, Arg1, null, YES, static_object
V, PRD, null, رخداد§n-13136, YES, dynamic_object_action
N, SBJ, Arg1, null, NO, unknown
N, MOZ, null, نفر§n-13075, YES, role
V, ROOT, null, null, NO, unknown
SUBR, AJUCL, ArgM_DIS, null, NO, unknown
N, MOZ, null, جا§n-12733, YES, location
V, VCONJ, null, رخداد§n-13136, YES, role_action
N, SBJ, Arg0, جانور§n-12239, YES, dynamic_object
UNKNOWN, ADVRB, ArgM_TMP, مشخصه§n-12756, YES, unknown
V, VCONJ, null, رخداد§n-13136, YES, dynamic_object_action
N, VPP, Arg3, جا§n-12733, YES, location
N, MOZ, null, ماده§n-14032, YES, static_object
V, PRD, null, رخداد§n-13136, YES, dynamic_object_action
N, SBJ, Arg0, خصوصيت_رواني§n-12725, NO, role
N, NPP, Arg3, جانور§n-12239, YES, dynamic_object
N, NVE, null, خصوصيت_رواني§n-12725, NO, role_intent
V, ROOT, null, null, NO, role_action
N, NVE, null, مشخصه§n-12756, YES, role_state
V, VCL, null, رخداد§n-13136, NO, dynamic_object_action
N, SBJ, Arg1, نفر§n-13075, YES, role
N, ADVRB, ArgM_EXT, دوره زمانی§n-12603, YES, time
N, MOZ, null, رابطه§n-13628, YES, unknown
N, MOZ, null, جانور§n-12239, YES, dynamic_object
N, VPP, Arg3, رابطه§n-13628, YES, role_intent
N, NCONJ, null, رخداد§n-13136, YES, role_intent
N, MOZ, null, خصوصيت_رواني§n-12725, YES, role
V, VCONJ, null, رخداد§n-13136, YES, role_action
N, NPP, Arg3, مشخصه§n-12756, YES, role_state
PR, MOZ, null, null, YES, unknown
N, NVE, null, null, YES, role_state
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_state
N, NEZ, null, رخداد§n-13136, YES, role_emotion
N, SBJ, Arg0, خصوصيت_رواني§n-12725, YES, role
N, OBJ, Arg1, مشخصه§n-12756, YES, role_intent
ADJ, NVE, null, مشخصه§n-12756, YES, unknown
V, VCONJ, null, رخداد§n-13136, YES, role_action
N, VPP, Arg3, جانور§n-12239, YES, dynamic_object
N, NVE, null, خصوصيت_رواني§n-12725, YES, role_intent
N, VPP, Arg4, جا§n-12733, YES, location
V, PREDEP, null, رخداد§n-13136, YES, dynamic_object_action
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_intent
V, VCL, null, رخداد§n-13136, YES, dynamic_object_action
N, SBJ, Arg0, جانور§n-12239, YES, dynamic_object
N, SBJ, Arg0, نفر§n-13075, YES, role
N, ADVRB, ArgM_MNR, مشخصه§n-12756, YES, unknown
ADJ, AJCONJ, null, مشخصه§n-12756, YES, role_state
N, ADVRB, ArgM_LOC, رابطه§n-13628, YES, unknown
N, MOZ, null, جانور§n-12239, YES, dynamic_object
ADJ, MOS, Arg2, جا§n-12733, YES, location
N, MOZ, null, جا§n-12733, YES, location
N, NPP, Arg3, مشخصه§n-12756, YES, unknown
N, MOZ, null, جان_دار§n-10393, YES, static_object
N, MOZ, null, null, YES, unknown
N, POSDEP, null, جان_دار§n-10393, YES, static_object
N, NPP, null, خصوصيت_رواني§n-12725, YES, unknown
N, MOZ, null, null, YES, static_object
N, NVE, null, مشخصه§n-12756, NO, role_state
V, ROOT, null, رخداد§n-13136, NO, role_action
N, OBJ, Arg1, خصوصيت_رواني§n-12725, NO, role_intent
N, MOZ, null, خصوصيت_رواني§n-12725, YES, unknown
V, ROOT, null, رخداد§n-13136, NO, role_action
N, OBJ, Arg1, مشخصه§n-12756, YES, role_state
V, AJUCL, null, رخداد§n-13136, NO, role_action
N, ADVRB, ArgM_TMP, دوره زمانی§n-12603, YES, time
N, SBJ, Arg0, نفر§n-13075, YES, role
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_state
N, NEZ, null, رخداد§n-13136, YES, role_state
N, NPP, Arg3, شیء§n-12703, YES, unknown
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role
N, NVE, null, خبر§n-12766, NO, role_state
N, MOZ, Arg1, رخداد§n-13136, YES, role_intent
N, NCONJ, null, رخداد§n-13136, YES, role_intent
V, ROOT, null, رخداد§n-13136, NO, role_action
N, MOZ, null, null, YES, location
N, NVE, null, رخداد§n-13136, YES, role_intent
N, SBJ, Arg0, جانور§n-12239, YES, dynamic_object
N, VPRT, null, خصوصيت_رواني§n-12725, YES, role_state
N, NVE, null, خصوصيت_رواني§n-12725, YES, dynamic_object_state
N, SBJ, Arg1, نفر§n-13075, YES, role
N, MOS, Arg2, نفر§n-13075, YES, role
N, SBJ, Arg1, نفر§n-13075, YES, role
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_state
N, SBJ, Arg1, نفر§n-13075, YES, role_state
N, MOS, Arg2, نفر§n-13075, YES, role
UNKNOWN, ADVRB, ArgM_MNR, مشخصه§n-12756, YES, role_state
ADJ, MOS, Arg2, null, YES, unknown
N, NEZ, null, جا§n-12733, YES, location
N, OBJ, Arg1, خبر§n-12766, YES, unknown
N, MOZ, null, رخداد§n-13136, YES, role_action
PR, MOZ, null, نفر§n-13075, YES, role
N, MOZ, null, خبر§n-12766, YES, unknown
N, NVE, null, خصوصيت_رواني§n-12725, YES, role_state
V, PRD, null, رخداد§n-13136, YES, role_action
N, OBJ, Arg1, نفر§n-13075, YES, role
ADJ, NVE, null, مشخصه§n-12756, YES, role_intent
N, NVE, null, خصوصيت_رواني§n-12725, YES, role_intent
V, VCL, null, رخداد§n-13136, YES, role_action
N, SBJ, Arg0, نفر§n-13075, YES, role
PR, VPP, Arg3, null, YES, role
N, POSDEP, null, مشخصه§n-12756, YES, unknown
N, MOZ, null, رخداد§n-13136, YES, role_intent
PR, MOZ, null, نفر§n-13075, YES, role
N, OBJ, Arg1, نفر§n-13075, YES, role_state
N, SBJ, Arg0, جانور§n-12239, YES, dynamic_object
N, NVE, null, خبر§n-12766, YES, dynamic_object_state
N, SBJ, Arg0, نفر§n-13075, YES, role
N, NVE, null, null, YES, unknown
V, PRD, null, null, YES, unknown
PREP, ADVRB, ArgM_TMP, null, YES, unknown
N, POSDEP, null, رخداد§n-13136, YES, unknown
N, VPP, Arg4, خبر§n-12766, YES, role_intent
N, MOZ, null, نفر§n-13075, YES, role
N, ADVRB, ArgM_MNR, خصوصيت_رواني§n-12725, YES, role_state
ADJ, MOS, Arg2, null, YES, unknown
N, NEZ, null, جا§n-12733, YES, location
N, NVE, null, خصوصيت_رواني§n-12725, YES, role_intent
N, ADVRB, ArgM_EXT, دوره زمانی§n-12603, YES, time
N, POSDEP, null, نفر§n-13075, YES, role_state
N, NCONJ, null, رخداد§n-13136, YES, role_intent
N, SBJ, Arg0, خصوصيت_رواني§n-12725, NO, role
N, OBJ, Arg1, نفر§n-13075, NO, role
N, POSDEP, null, نفر§n-13075, YES, role
N, NCONJ, null, نفر§n-13075, YES, role
V, ROOT, null, رخداد§n-13136, NO, role_action
N, MOS, Arg2, خصوصيت_رواني§n-12725, YES, unknown
N, POSDEP, null, خصوصيت_رواني§n-12725, YES, role_state
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role_state
N, ADVRB, ArgM_TMP, دوره زمانی§n-12603, YES, time
N, SBJ, Arg0, خصوصيت_رواني§n-12725, YES, role
N, NVE, null, رخداد§n-13136, YES, role_intent
N, ADVRB, ArgM_LOC, شیء§n-12703, YES, location
N, OBJ, Arg1, null, YES, role_state
N, NCONJ, null, نفر§n-13075, YES, role_state
N, MOS, Arg2, نفر§n-13075, YES, role_state
N, MOZ, null, شیء§n-12703, YES, location
N, NVE, null, null, YES, role_intent
N, SBJ, Arg1, خصوصيت_رواني§n-12725, YES, role
N, AJPP, null, خبر§n-12766, YES, unknown
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_state
PR, SBJ, Arg0, null, NO, role
N, AJPP, null, null, YES, role_intent
N, NPP, null, شیء§n-12703, YES, location
ADJ, TAM, Arg2, مشخصه§n-12756, NO, role_state
V, ROOT, null, null, NO, role_action
N, SBJ, Arg0, خصوصيت_رواني§n-12725, YES, role
N, ADVRB, ArgM_INS, خبر§n-12766, YES, unknown
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, unknown
ADJ, MOS, Arg2, مشخصه§n-12756, YES, unknown
V, PRD, null, رخداد§n-13136, YES, unknown
N, NVE, null, رخداد§n-13136, YES, role_intent
N, SBJ, Arg0, خصوصيت_رواني§n-12725, YES, role
V, VCL, null, رخداد§n-13136, YES, role_action
N, NVE, null, خصوصيت_رواني§n-12725, YES, role_state
PREP, ADVRB, ArgM_TMP, null, NO, unknown
N, POSDEP, null, رخداد§n-13136, YES, role_intent
N, MOZ, Arg0, نفر§n-13075, YES, role
ARAB, POSDEP, null, null, YES, unknown
N, SBJ, Arg0, خصوصيت_رواني§n-12725, NO, role
N, OBJ, Arg1, null, NO, unknown
V, ROOT, null, رخداد§n-13136, NO, role_action
N, ADVRB, ArgM_LOC, شیء§n-12703, YES, location
N, OBJ, Arg1, خصوصيت_رواني§n-12725, YES, role_state
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_intent
N, SBJ, Arg1, گروه§n-12753, NO, role
N, ADVRB, ArgM_TMP, دوره زمانی§n-12603, NO, unknown
N, MOS, Arg1, ماده§n-14032, NO, role_state
V, ROOT, null, رخداد§n-13136, NO, unknown
N, AJPP, null, ماده§n-14032, YES, static_object
ADJ, MOS, Arg2, مشخصه§n-12756, YES, unknown
V, VCONJ, null, رخداد§n-13136, YES, unknown
PREP, VPP, Arg3, null, YES, unknown
N, POSDEP, null, ماده§n-14032, YES, role_state
V, VCONJ, null, null, YES, unknown
N, NPP, Arg3, ماده§n-14032, YES, role_state
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, unknown
N, APP, null, ماده§n-14032, YES, unknown
N, NVE, null, رخداد§n-13136, YES, unknown
N, OBJ, Arg2, مشخصه§n-12756, YES, unknown
N, MOZ, null, null, YES, role_state
V, VCONJ, null, null, YES, unknown
N, VPP, Arg3, مشخصه§n-12756, YES, unknown
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role_state
V, VCONJ, null, null, YES, unknown
N, POSDEP, null, شیء§n-12703, YES, static_object
V, PRD, null, رخداد§n-13136, YES, unknown
N, SBJ, Arg1, دوره زمانی§n-12603, YES, unknown
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role_intent
N, MOZ, null, نفر§n-13075, YES, role
N, SBJ, Arg0, مسبب§n-13036, YES, unknown
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, unknown
PREP, VPP, ArgM_ADV, null, YES, unknown
N, POSDEP, null, خصوصيت_رواني§n-12725, YES, unknown
N, NVE, null, null, YES, unknown
N, SBJ, Arg0, خصوصيت_رواني§n-12725, YES, role
N, NPP, Arg3, خصوصيت_رواني§n-12725, YES, role
N, NVE, null, رخداد§n-13136, YES, role_intent
PREP, ADVRB, ArgM_ADV, null, YES, unknown
N, POSDEP, null, خصوصيت_رواني§n-12725, YES, role_state
N, NCONJ, null, خصوصيت_رواني§n-12725, YES, role_state
N, NPP, null, مشخصه§n-12756, YES, role_state
N, MOZ, null, نفر§n-13075, YES, role
ARAB, POSDEP, null, null, YES, unknown
N, NVE, null, رخداد§n-13136, YES, role_state
N, VPP, null, خصوصيت_رواني§n-12725, YES, unknown
N, OBJ, Arg1, رخداد§n-13136, YES, role_state
N, MOZ, null, مشخصه§n-12756, YES, role_intent
ADJ, VPRT, null, null, YES, unknown
V, MOS, null, رخداد§n-13136, YES, role_action
N, OBJ, Arg1, نفر§n-13075, YES, role
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role_state
V, PRD, null, رخداد§n-13136, YES, role_action
N, SBJ, Arg0, خصوصيت_رواني§n-12725, YES, role
N, VPP, Arg3, خصوصيت_رواني§n-12725, YES, role
N, NVE, null, رخداد§n-13136, YES, unknown
V, VCONJ, null, رخداد§n-13136, NO, role_action
V, ROOT, null, رخداد§n-13136, NO, role_action
N, OBJ, Arg1, نفر§n-13075, YES, role
N, ADVRB, ArgM_ADV, ماده§n-14032, YES, static_object
V, VCL, null, رخداد§n-13136, NO, role_action
N, ADVRB, ArgM_TMP, دوره زمانی§n-12603, YES, time
ADJ, MOS, Arg2, مشخصه§n-12756, YES, role_state
V, VCONJ, null, null, YES, role_action
N, ADVRB, Arg1, مسبب§n-13036, YES, unknown
V, PRD, null, رخداد§n-13136, YES, role_action
N, NVE, null, رخداد§n-13136, YES, role_state
N, SBJ, Arg1, رخداد§n-13136, YES, role_state
N, MOZ, null, خصوصيت_رواني§n-12725, YES, role
PREP, MOS, Arg2, null, YES, unknown
N, POSDEP, null, مسبب§n-13036, YES, unknown
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, unknown
N, SBJ, Arg0, خصوصيت_رواني§n-12725, YES, role
N, VPP, Arg3, شیء§n-12703, YES, unknown
N, MOZ, null, نفر§n-13075, YES, role
V, PRD, null, رخداد§n-13136, YES, role_action
N, SBJ, Arg0, مسبب§n-13036, YES, unknown
N, VPP, Arg3, نفر§n-13075, YES, role
N, OBJ, Arg1, رخداد§n-13136, YES, role_state
N, MOS, Arg2, نفر§n-13075, YES, role_state
N, MOZ, null, خصوصيت_رواني§n-12725, YES, unknown
PREP, NPP, null, null, YES, unknown
N, POSDEP, null, شیء§n-12703, YES, location
N, SBJ, Arg0, شیء§n-12703, YES, role
N, ADVRB, ArgM_ADV, null, YES, unknown
ADJ, PREDEP, null, مشخصه§n-12756, YES, role_state
PR, MOZ, null, نفر§n-13075, YES, role
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role_state
N, NVE, null, رخداد§n-13136, YES, role_intent
V, VCONJ, null, رخداد§n-13136, NO, role_action
N, SBJ, Arg0, مسبب§n-13036, NO, role
N, ADVRB, ArgM_ADV, null, NO, unknown
ADJ, PREDEP, null, مشخصه§n-12756, YES, role_state
PR, MOZ, null, نفر§n-13075, YES, role
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role_state
V, ROOT, null, رخداد§n-13136, NO, role_action
N, SBJ, Arg0, خصوصيت_رواني§n-12725, YES, role
N, OBJ, Arg1, مشخصه§n-12756, YES, unknown
ADJ, NPOSTMOD, null, مشخصه§n-12756, YES, role_state
N, MOZ, null, نفر§n-13075, YES, role
ARAB, POSDEP, null, null, YES, unknown
N, POSDEP, null, رخداد§n-13136, YES, role_intent
N, MOZ, null, خصوصيت_رواني§n-12725, YES, unknown
V, VCONJ, null, رخداد§n-13136, YES, role_action
N, POSDEP, null, null, YES, unknown
N, NPP, Arg3, نفر§n-13075, YES, role
N, NVE, null, رخداد§n-13136, YES, role_state
N, ADVRB, ArgM_ADV, null, YES, unknown
N, NPP, Arg3, خصوصيت_رواني§n-12725, YES, unknown
N, ADVRB, null, null, YES, unknown
N, MOZ, null, خصوصيت_رواني§n-12725, YES, role_state
N, NPP, null, نفر§n-13075, YES, role
N, NVE, null, رخداد§n-13136, YES, role_state
V, MOS, null, null, YES, role_action
N, SBJ, Arg0, خصوصيت_رواني§n-12725, NO, role
N, NVE, null, خصوصيت_رواني§n-12725, NO, role_intent
V, ROOT, null, رخداد§n-13136, NO, role_action
N, OBJ, Arg1, نفر§n-13075, YES, role
N, VPP, Arg3, نفر§n-13075, YES, role
N, NVE, null, رخداد§n-13136, YES, unknown
N, OBJ, Arg1, گروه§n-12753, YES, unknown
N, SBJ, Arg1, رخداد§n-13136, YES, unknown
N, NVE, null, مشخصه§n-12756, YES, unknown
N, SBJ, Arg1, null, YES, role_state
N, MOZ, null, نفر§n-13075, YES, role
N, OBJ, Arg1, نفر§n-13075, YES, role
V, PRD, null, رخداد§n-13136, YES, unknown
N, NVE, null, رخداد§n-13136, YES, role_intent
V, VCONJ, null, رخداد§n-13136, YES, role_action
ADJ, MOS, Arg2, null, YES, unknown
N, NEZ, null, نفر§n-13075, YES, role
N, SBJ, Arg0, خصوصيت_رواني§n-12725, NO, role
N, OBJ, Arg1, null, NO, role
ADJ, NPREMOD, null, مشخصه§n-12756, YES, unknown
N, VPP, Arg3, ماده§n-14032, NO, role_state
N, MOZ, null, نفر§n-13075, YES, role
ARAB, POSDEP, null, null, YES, unknown
V, ROOT, null, رخداد§n-13136, NO, role_action
N, SBJ, Arg1, null, YES, role
PREP, ADVRB, ArgM_TMP, null, YES, unknown
N, POSDEP, null, رخداد§n-13136, YES, role_intent
N, MOZ, null, نفر§n-13075, YES, role
ARAB, POSDEP, null, null, YES, unknown
V, PRD, null, رخداد§n-13136, YES, role_action
N, SBJ, Arg0, خصوصيت_رواني§n-12725, YES, role
PREP, VPP, Arg4, null, YES, unknown
PR, OBJ, Arg1, null, YES, role
N, NVE, null, null, YES, role_intent
PR, OBJ, Arg1, null, YES, role
N, ADVRB, ArgM_INS, رخداد§n-13136, YES, role_intent
N, VPP, Arg3, مشخصه§n-12756, YES, role_state
N, NVE, null, رخداد§n-13136, YES, unknown
N, SBJ, Arg1, شیء§n-12703, YES, static_object
N, MOZ, null, null, YES, static_object_state
N, NCONJ, null, خصوصيت_رواني§n-12725, YES, static_object_state
N, ADVRB, ArgM_LOC, رابطه§n-13628, YES, unknown
V, PRD, null, رخداد§n-13136, YES, unknown
N, SBJ, Arg0, نفر§n-13075, YES, role
N, NCONJ, null, null, YES, role
UNKNOWN, ADVRB, ArgM_ADV, مشخصه§n-12756, YES, unknown
N, NPP, Arg3, رخداد§n-13136, YES, role_state
N, NVE, null, null, YES, unknown
V, VCONJ, null, رخداد§n-13136, YES, role_action
N, NVE, null, مشخصه§n-12756, YES, role_intent
