@relation multiClassDataSet-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0

@attribute POS {V,ADJ,N,ADR,ADV,CONJ,NUM,POSTP,PR,PSUS,SUBR,PREP,PUNC,LATIN,ARAB,UNKNOWN}
@attribute synTag {NE,APP,NCL,AJUCL,PARCL,TAM,NPRT,NPP,VPRT,COMPP,NPOSTMOD,NPREMOD,PUNC,SBJ,NVE,ENC,ADVRB,NADV,ADJADV,PRD,ACL,AVCL,VCL,AJPP,ADVPP,ADVC,NEZ,ADVEZ,PROG,MOS,MOZ,OBJ,OBJ2,VPP,MESU,AJCONJ,PCONJ,NCONJ,VCONJ,AVCONJ,POSDEP,PREDEP,APOSTMOD,APREMOD,ROOT,UNKNOWN}
@attribute semTag {Arg0,Arg1,Arg2,Arg3,Arg4,Arg5,ArgM_COM,ArgM_LOC,ArgM_DIR,ArgM_GOL,ArgM_MNR,ArgM_TMP,ArgM_EXT,ArgM_REC,ArgM_PRP,ArgM_CAU,ArgM_DIS,ArgM_MOD,ArgM_NEG,ArgM_ADV,ArgM_CND,ArgM_INS,null}
@attribute superWsd {هست§n-12706,نفر§n-13075,مسبب§n-13036,جانور§n-12239,جان_دار§n-10393,ساختار§n-12875,جا§n-12733,شيء§n-12703,ماده§n-14032,مشخصه§n-12756,خصوصيت_رواني§n-12725,دوره_زماني§n-12603,اندازه§n-12768,رخداد§n-13136,رابطه§n-13628,گروه§n-12753,خبر§n-12766,null}
@attribute depended {YES,NO}
@attribute class {role,role_action,role_state,role_intent,role_emotion,dynamic_object,dynamic_object_action,dynamic_object_state,static_object,static_object_state,location,time}

@data
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_state
N,SBJ,Arg0,null,NO,role_state
N,NVE,null,مشخصه§n-12756,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_state
N,NPP,Arg3,مشخصه§n-12756,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
N,MOZ,null,رخداد§n-13136,YES,role_state
N,NCONJ,null,مشخصه§n-12756,YES,role_state
N,AJPP,null,رخداد§n-13136,YES,role_state
N,NVE,null,رابطه§n-13628,NO,role_state
N,AJPP,null,رخداد§n-13136,YES,role_state
ADJ,NPREMOD,null,مشخصه§n-12756,YES,role_state
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
N,NVE,null,خصوصيت_رواني§n-12725,YES,role_state
N,NCONJ,null,null,YES,role_state
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_state
N,NVE,null,رخداد§n-13136,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
UNKNOWN,ADVRB,ArgM_MNR,مشخصه§n-12756,YES,role_state
ADJ,AJCONJ,null,مشخصه§n-12756,YES,role_state
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_state
N,AJPP,null,مشخصه§n-12756,YES,role_state
N,NVE,null,رخداد§n-13136,YES,role_state
ADJ,PREDEP,null,مشخصه§n-12756,YES,role_state
ADJ,NPREMOD,null,مشخصه§n-12756,YES,role_state
N,NVE,null,رخداد§n-13136,YES,role_state
ADJ,POSDEP,null,مشخصه§n-12756,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_state
N,NCONJ,null,رخداد§n-13136,YES,role_state
ADJ,NPOSTMOD,null,null,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
N,AJPP,null,مشخصه§n-12756,YES,role_state
N,NCONJ,null,نفر§n-13075,YES,role_state
ADJ,AJCONJ,null,مشخصه§n-12756,YES,role_state
N,NCONJ,null,نفر§n-13075,YES,role_state
N,MOS,Arg2,مشخصه§n-12756,YES,role_state
N,NCONJ,null,مشخصه§n-12756,YES,role_state
N,MOZ,Arg1,خبر§n-12766,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_state
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_state
N,MOZ,null,دوره_زماني§n-12603,YES,role_state
N,MOS,Arg2,نفر§n-13075,YES,role_state
N,MOZ,null,مشخصه§n-12756,YES,role_state
N,NVE,null,خصوصيت_رواني§n-12725,YES,role_state
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_state
N,MOZ,null,null,YES,role_state
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_state
N,NVE,null,خصوصيت_رواني§n-12725,YES,role_state
ADJ,NPOSTMOD,null,null,YES,role_state
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
ADJ,AJCONJ,null,null,YES,role_state
UNKNOWN,ADVRB,ArgM_MNR,مشخصه§n-12756,YES,role_state
N,NVE,null,خصوصيت_رواني§n-12725,YES,role_state
ADJ,AJCONJ,null,مشخصه§n-12756,YES,role_state
N,NCONJ,null,null,YES,role_state
ADJ,NPOSTMOD,null,null,YES,role_state
N,NVE,null,null,YES,role_state
N,NVE,null,رخداد§n-13136,YES,role_state
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_state
N,NVE,null,مشخصه§n-12756,YES,role_state
N,ADVRB,ArgM_MNR,رخداد§n-13136,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
N,POSDEP,null,رخداد§n-13136,YES,role_state
N,SBJ,Arg1,نفر§n-13075,YES,role_state
N,POSDEP,null,رخداد§n-13136,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
N,AJPP,null,مشخصه§n-12756,YES,role_state
ADJ,NPOSTMOD,null,null,YES,role_state
N,MOZ,Arg1,خبر§n-12766,YES,role_state
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
N,SBJ,Arg0,null,YES,role_state
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_state
UNKNOWN,ADVRB,ArgM_MNR,مشخصه§n-12756,YES,role_state
N,NCONJ,null,هست§n-12706,YES,role_state
ADJ,MOS,Arg2,null,YES,role_state
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_state
N,NVE,null,null,YES,role_state
N,ADVRB,ArgM_COM,رخداد§n-13136,YES,role_state
N,MOZ,null,مشخصه§n-12756,YES,role_state
ADJ,MOS,Arg2,null,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
N,NCONJ,null,نفر§n-13075,YES,role_state
N,MOS,Arg2,مشخصه§n-12756,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,NO,role_state
N,MOZ,null,null,YES,role_state
UNKNOWN,ADVRB,ArgM_MNR,null,YES,role_state
ARAB,MOZ,null,مشخصه§n-12756,YES,role_state
UNKNOWN,ADVRB,ArgM_MNR,مشخصه§n-12756,YES,role_state
N,MOZ,null,دوره_زماني§n-12603,YES,role_state
N,SBJ,Arg1,رخداد§n-13136,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
ADJ,PREDEP,null,null,YES,role_state
N,OBJ,Arg1,نفر§n-13075,YES,role_state
ADJ,PREDEP,null,مشخصه§n-12756,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_state
N,OBJ,Arg1,رخداد§n-13136,YES,role_state
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_state
N,NCONJ,null,رخداد§n-13136,YES,role_state
N,NVE,null,خصوصيت_رواني§n-12725,YES,role_state
N,AJPP,null,مشخصه§n-12756,YES,role_state
N,VPP,Arg3,رخداد§n-13136,NO,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
N,NCONJ,null,null,YES,role_state
ADJ,MOS,Arg2,null,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
ADJ,MOS,Arg2,null,YES,role_state
N,NEZ,null,خصوصيت_رواني§n-12725,YES,role_state
N,MOZ,Arg1,null,YES,role_state
N,VPP,Arg3,مشخصه§n-12756,NO,role_state
ADJ,NPOSTMOD,null,null,YES,role_state
N,OBJ,Arg1,خصوصيت_رواني§n-12725,YES,role_state
N,VPP,Arg3,رخداد§n-13136,YES,role_state
N,APP,null,نفر§n-13075,YES,role_state
N,NCONJ,null,مشخصه§n-12756,YES,role_state
N,SBJ,Arg1,مشخصه§n-12756,YES,role_state
N,POSDEP,null,رخداد§n-13136,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
N,NEZ,null,خصوصيت_رواني§n-12725,YES,role_state
N,OBJ,Arg1,رخداد§n-13136,YES,role_state
ADJ,AJCONJ,null,مشخصه§n-12756,YES,role_state
N,POSDEP,null,ماده§n-14032,YES,role_state
N,NCONJ,null,خصوصيت_رواني§n-12725,YES,role_state
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_state
ADJ,AJCONJ,null,مشخصه§n-12756,YES,role_state
N,NCONJ,null,مشخصه§n-12756,YES,role_state
N,NVE,null,خبر§n-12766,YES,role_state
N,NCONJ,null,null,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
N,NCONJ,null,رخداد§n-13136,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
N,SBJ,Arg0,رخداد§n-13136,YES,role_state
N,MOZ,null,خصوصيت_رواني§n-12725,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
N,NCONJ,null,null,YES,role_state
ADJ,AJCONJ,null,مشخصه§n-12756,YES,role_state
N,MOZ,null,خصوصيت_رواني§n-12725,YES,role_state
N,MOZ,null,گروه§n-12753,YES,role_state
N,MOZ,null,مشخصه§n-12756,YES,role_state
N,OBJ,Arg1,خصوصيت_رواني§n-12725,YES,role_state
N,MOZ,null,خصوصيت_رواني§n-12725,YES,role_state
N,MOZ,null,null,YES,role_state
N,OBJ,Arg1,نفر§n-13075,YES,role_state
N,MOS,Arg2,رخداد§n-13136,YES,role_state
N,SBJ,Arg0,null,NO,role_state
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_state
N,NVE,null,رابطه§n-13628,NO,role_state
N,NVE,null,null,NO,role_state
N,VPP,Arg3,ماده§n-14032,NO,role_state
N,AJCONJ,null,نفر§n-13075,YES,role_state
N,MOS,Arg2,نفر§n-13075,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
N,VPP,Arg3,رخداد§n-13136,YES,role_state
N,NCONJ,null,مشخصه§n-12756,YES,role_state
N,NVE,null,رخداد§n-13136,YES,role_state
N,VPP,Arg3,null,YES,role_state
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_state
N,NPP,Arg3,رخداد§n-13136,YES,role_state
ADJ,PREDEP,null,null,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
N,MOZ,null,خصوصيت_رواني§n-12725,YES,role_state
N,NVE,null,مشخصه§n-12756,NO,role_state
N,NVE,null,خبر§n-12766,NO,role_state
ADJ,AJCONJ,null,null,YES,role_state
N,NCONJ,null,null,YES,role_state
ADJ,MOS,null,مشخصه§n-12756,YES,role_state
N,NPP,Arg3,null,YES,role_state
N,SBJ,Arg1,null,YES,role_state
UNKNOWN,ADVRB,ArgM_MNR,مشخصه§n-12756,YES,role_state
ADJ,MOS,Arg2,null,YES,role_state
N,NVE,null,مشخصه§n-12756,NO,role_state
N,NVE,null,خبر§n-12766,YES,role_state
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
N,OBJ,Arg1,مشخصه§n-12756,YES,role_state
N,NCONJ,null,نفر§n-13075,YES,role_state
N,VPP,Arg3,رخداد§n-13136,NO,role_state
N,NCONJ,null,مشخصه§n-12756,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
N,MOZ,null,خصوصيت_رواني§n-12725,YES,role_state
ADJ,NPOSTMOD,null,null,YES,role_state
ADJ,MOS,null,مشخصه§n-12756,YES,role_state
N,SBJ,Arg1,null,YES,role_state
N,POSDEP,null,رخداد§n-13136,YES,role_state
ADJ,AJCONJ,null,مشخصه§n-12756,YES,role_state
N,VPP,Arg3,ماده§n-14032,NO,role_state
UNKNOWN,ADVRB,ArgM_MNR,مشخصه§n-12756,NO,role_state
UNKNOWN,ADVRB,ArgM_MNR,مشخصه§n-12756,YES,role_state
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_state
N,NVE,null,مشخصه§n-12756,NO,role_state
ADJ,MOS,Arg2,null,YES,role_state
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_state
N,POSDEP,null,رخداد§n-13136,YES,role_intent
N,NVE,null,خبر§n-12766,NO,role_intent
N,NVE,null,خصوصيت_رواني§n-12725,YES,role_intent
N,MOZ,Arg1,رخداد§n-13136,YES,role_intent
N,VPP,Arg3,رخداد§n-13136,YES,role_intent
N,NCONJ,null,رخداد§n-13136,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,NVE,null,خصوصيت_رواني§n-12725,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,NCONJ,null,دوره_زماني§n-12603,YES,role_intent
N,MOS,Arg2,null,YES,role_intent
N,MOZ,null,رابطه§n-13628,YES,role_intent
N,POSDEP,null,رخداد§n-13136,YES,role_intent
N,OBJ,Arg1,خصوصيت_رواني§n-12725,NO,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
N,NVE,null,رخداد§n-13136,NO,role_intent
UNKNOWN,ADVRB,ArgM_ADV,null,YES,role_intent
N,OBJ,Arg1,خبر§n-12766,YES,role_intent
N,POSDEP,null,null,YES,role_intent
N,NVE,null,خصوصيت_رواني§n-12725,YES,role_intent
N,POSDEP,null,رخداد§n-13136,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,NVE,null,خصوصيت_رواني§n-12725,YES,role_intent
N,OBJ,Arg1,رخداد§n-13136,YES,role_intent
N,NCONJ,null,خصوصيت_رواني§n-12725,YES,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
N,NPP,Arg3,رخداد§n-13136,YES,role_intent
N,NCONJ,null,خبر§n-12766,YES,role_intent
N,ADVRB,ArgM_LOC,مشخصه§n-12756,YES,role_intent
N,ADVRB,ArgM_ADV,خبر§n-12766,YES,role_intent
N,NVE,null,رخداد§n-13136,NO,role_intent
N,NCONJ,null,رخداد§n-13136,YES,role_intent
N,NVE,null,خصوصيت_رواني§n-12725,NO,role_intent
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,ADVRB,ArgM_ADV,رخداد§n-13136,NO,role_intent
N,NVE,null,خصوصيت_رواني§n-12725,YES,role_intent
N,ADVRB,null,رخداد§n-13136,YES,role_intent
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_intent
N,MOZ,Arg1,رخداد§n-13136,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,VPP,Arg3,رخداد§n-13136,NO,role_intent
N,OBJ,Arg1,مشخصه§n-12756,YES,role_intent
N,VPP,Arg3,مشخصه§n-12756,NO,role_intent
N,MOZ,Arg1,رخداد§n-13136,YES,role_intent
N,NVE,null,null,YES,role_intent
N,SBJ,Arg1,رخداد§n-13136,YES,role_intent
N,ADVRB,ArgM_ADV,رخداد§n-13136,NO,role_intent
N,NPP,Arg3,خصوصيت_رواني§n-12725,YES,role_intent
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_intent
N,NVE,null,مشخصه§n-12756,NO,role_intent
N,NPP,Arg3,رخداد§n-13136,YES,role_intent
N,VPP,Arg3,رخداد§n-13136,NO,role_intent
UNKNOWN,ADVRB,ArgM_ADV,null,YES,role_intent
N,MOS,Arg2,نفر§n-13075,YES,role_intent
N,NVE,null,خصوصيت_رواني§n-12725,YES,role_intent
N,POSDEP,null,رخداد§n-13136,YES,role_intent
N,POSDEP,null,null,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,VPP,Arg3,رخداد§n-13136,YES,role_intent
N,OBJ,Arg1,رخداد§n-13136,YES,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
ADJ,MOS,Arg2,null,YES,role_intent
N,ADVRB,ArgM_LOC,مشخصه§n-12756,YES,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
N,VPRT,null,خصوصيت_رواني§n-12725,YES,role_intent
N,NCONJ,null,رخداد§n-13136,YES,role_intent
N,NVE,null,مشخصه§n-12756,YES,role_intent
N,NPP,null,رخداد§n-13136,YES,role_intent
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,AJPP,null,رخداد§n-13136,YES,role_intent
N,NVE,null,خبر§n-12766,NO,role_intent
N,SBJ,Arg1,رخداد§n-13136,YES,role_intent
N,OBJ,Arg1,خصوصيت_رواني§n-12725,YES,role_intent
N,OBJ,Arg1,رخداد§n-13136,YES,role_intent
N,OBJ,Arg1,خبر§n-12766,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,NVE,null,رخداد§n-13136,NO,role_intent
N,POSDEP,null,رخداد§n-13136,YES,role_intent
N,NEZ,null,رخداد§n-13136,YES,role_intent
N,NCONJ,null,مشخصه§n-12756,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,NVE,null,مشخصه§n-12756,YES,role_intent
N,SBJ,Arg0,خصوصيت_رواني§n-12725,NO,role_intent
N,ADVRB,ArgM_COM,رخداد§n-13136,YES,role_intent
N,MOZ,null,null,YES,role_intent
N,NVE,null,رخداد§n-13136,NO,role_intent
N,OBJ,Arg1,خبر§n-12766,YES,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
N,POSDEP,null,خبر§n-12766,YES,role_intent
N,NPP,Arg3,رخداد§n-13136,YES,role_intent
N,NEZ,null,رخداد§n-13136,YES,role_intent
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_intent
N,NVE,null,null,YES,role_intent
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_intent
ADJ,MOS,Arg2,null,NO,role_intent
N,MOZ,null,رخداد§n-13136,YES,role_intent
N,OBJ,Arg1,خبر§n-12766,YES,role_intent
N,NVE,null,خبر§n-12766,NO,role_intent
N,POSDEP,null,رخداد§n-13136,YES,role_intent
N,MOZ,null,رخداد§n-13136,YES,role_intent
N,NVE,null,خصوصيت_رواني§n-12725,NO,role_intent
N,NVE,null,خبر§n-12766,NO,role_intent
N,OBJ,Arg1,خصوصيت_رواني§n-12725,YES,role_intent
N,MOZ,null,خصوصيت_رواني§n-12725,YES,role_intent
N,ADVRB,ArgM_LOC,مشخصه§n-12756,YES,role_intent
N,MOZ,null,رخداد§n-13136,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,OBJ,Arg3,خبر§n-12766,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,NPP,Arg3,خبر§n-12766,YES,role_intent
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_intent
N,ADVRB,ArgM_TMP,مشخصه§n-12756,NO,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
N,POSDEP,null,مشخصه§n-12756,YES,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
N,VPP,Arg4,خبر§n-12766,YES,role_intent
N,NVE,null,null,YES,role_intent
N,POSDEP,null,null,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
N,ADVRB,ArgM_ADV,رخداد§n-13136,NO,role_intent
N,NCONJ,null,خبر§n-12766,YES,role_intent
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_intent
N,POSDEP,null,خصوصيت_رواني§n-12725,YES,role_intent
N,MOZ,null,null,YES,role_intent
N,VPP,Arg4,خبر§n-12766,YES,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
ADJ,MOS,Arg2,مشخصه§n-12756,NO,role_intent
N,NVE,null,null,NO,role_intent
N,NVE,null,رخداد§n-13136,NO,role_intent
N,VPP,Arg3,رابطه§n-13628,YES,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
N,OBJ,Arg1,مشخصه§n-12756,YES,role_intent
N,SBJ,Arg1,رخداد§n-13136,YES,role_intent
N,POSDEP,null,null,YES,role_intent
N,NVE,null,null,YES,role_intent
N,MOZ,null,رخداد§n-13136,YES,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
N,NVE,null,خصوصيت_رواني§n-12725,NO,role_intent
N,MOZ,null,رخداد§n-13136,YES,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
N,NVE,null,null,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_intent
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_intent
N,OBJ,Arg1,خصوصيت_رواني§n-12725,YES,role_intent
N,MOZ,null,جا§n-12733,YES,role_intent
N,NVE,null,خصوصيت_رواني§n-12725,YES,role_intent
N,NVE,null,رخداد§n-13136,NO,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,POSDEP,null,مشخصه§n-12756,YES,role_intent
N,AJPP,null,رخداد§n-13136,YES,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
N,POSDEP,null,رخداد§n-13136,YES,role_intent
N,NVE,null,خصوصيت_رواني§n-12725,YES,role_intent
N,MOZ,null,مشخصه§n-12756,YES,role_intent
N,NVE,null,مشخصه§n-12756,YES,role_intent
N,NVE,null,null,YES,role_intent
ADJ,NVE,null,مشخصه§n-12756,YES,role_intent
N,MOZ,null,رخداد§n-13136,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,MOZ,null,null,YES,role_intent
N,OBJ,Arg1,مشخصه§n-12756,YES,role_intent
ADJ,NPOSTMOD,null,مشخصه§n-12756,YES,role_intent
N,NVE,null,رخداد§n-13136,NO,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
N,NVE,null,رابطه§n-13628,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,NVE,null,خصوصيت_رواني§n-12725,YES,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
N,VPP,Arg3,رخداد§n-13136,NO,role_intent
N,NVE,null,null,NO,role_intent
N,NVE,null,خصوصيت_رواني§n-12725,YES,role_intent
N,NVE,null,خصوصيت_رواني§n-12725,YES,role_intent
N,MOZ,null,null,YES,role_intent
N,SBJ,Arg1,خصوصيت_رواني§n-12725,YES,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
N,NVE,null,null,YES,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
N,NVE,null,خصوصيت_رواني§n-12725,YES,role_intent
N,NVE,null,مشخصه§n-12756,NO,role_intent
N,OBJ,Arg1,رخداد§n-13136,YES,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
N,OBJ,Arg1,رخداد§n-13136,YES,role_intent
N,NPP,Arg3,خبر§n-12766,YES,role_intent
N,NCONJ,null,مشخصه§n-12756,YES,role_intent
N,NPP,Arg3,خبر§n-12766,YES,role_intent
N,NVE,null,شيء§n-12703,YES,role_intent
N,AJPP,null,null,YES,role_intent
N,NVE,null,خبر§n-12766,NO,role_intent
N,NCONJ,null,رخداد§n-13136,YES,role_intent
N,NCONJ,null,مشخصه§n-12756,YES,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
N,MOZ,null,رخداد§n-13136,YES,role_intent
N,NVE,null,خبر§n-12766,NO,role_intent
N,POSDEP,null,رخداد§n-13136,YES,role_intent
N,NVE,null,رخداد§n-13136,NO,role_intent
N,NEZ,null,رخداد§n-13136,YES,role_intent
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,NVE,null,null,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,NVE,null,شيء§n-12703,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,NVE,null,null,YES,role_intent
N,OBJ,Arg1,مشخصه§n-12756,YES,role_intent
N,POSDEP,null,null,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
N,NVE,null,رخداد§n-13136,YES,role_intent
N,OBJ,Arg1,مشخصه§n-12756,YES,role_intent
ADJ,MOS,Arg2,null,NO,role_intent
N,NVE,null,خبر§n-12766,NO,role_intent
N,ADVRB,null,رخداد§n-13136,YES,role_intent
N,NVE,null,خصوصيت_رواني§n-12725,YES,role_intent
N,MOS,Arg2,null,YES,role_intent
N,OBJ,Arg1,خصوصيت_رواني§n-12725,YES,role_intent
N,OBJ,Arg1,رخداد§n-13136,YES,role_intent
N,NVE,null,null,YES,role_intent
N,POSDEP,null,null,YES,role_intent
N,NVE,null,خبر§n-12766,YES,role_intent
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,VPP,Arg3,مشخصه§n-12756,YES,role_emotion
ADJ,AJCONJ,null,null,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,VPP,ArgM_ADV,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,YES,role_emotion
N,OBJ,Arg1,مشخصه§n-12756,YES,role_emotion
N,SBJ,Arg1,مشخصه§n-12756,YES,role_emotion
N,SBJ,Arg1,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,NO,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,VPP,Arg3,مشخصه§n-12756,YES,role_emotion
N,SBJ,Arg1,مشخصه§n-12756,YES,role_emotion
N,AJPP,null,مشخصه§n-12756,YES,role_emotion
N,VPP,Arg3,مشخصه§n-12756,YES,role_emotion
N,NVE,null,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,VPP,Arg3,مشخصه§n-12756,YES,role_emotion
N,ADVRB,ArgM_MNR,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
ADJ,AJCONJ,null,null,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
N,NEZ,null,مشخصه§n-12756,YES,role_emotion
N,NEZ,null,رخداد§n-13136,YES,role_emotion
N,NEZ,null,مشخصه§n-12756,YES,role_emotion
ADJ,MOS,Arg2,مشخصه§n-12756,YES,role_emotion
ADJ,AJCONJ,null,null,YES,role_emotion
N,POSDEP,null,مشخصه§n-12756,YES,role_emotion
N,NEZ,Arg1,مشخصه§n-12756,YES,role_emotion
